LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.6	0.5	30	11	479	5	25	0.5	0.978	0.925	0.732	0.5	0.594	0.268
0.1	0.6	0.4	30	11	479	5	25	0.5	0.978	0.925	0.732	0.5	0.594	0.268
0.1	0.7	0.7	30	12	478	5	25	0.5	0.976	0.924	0.714	0.5	0.588	0.286
0.1	0.6	0.0	35	20	470	5	20	0.583	0.959	0.918	0.636	0.583	0.608	0.364
0.1	0.6	0.1	34	17	473	5	21	0.567	0.965	0.922	0.667	0.567	0.613	0.333
0.1	0.6	0.2	34	15	475	5	21	0.567	0.969	0.925	0.694	0.567	0.624	0.306
0.1	0.7	0.3	35	20	470	5	20	0.583	0.959	0.918	0.636	0.583	0.608	0.364
0.1	0.7	0.4	34	18	472	5	21	0.567	0.963	0.92	0.654	0.567	0.607	0.346
0.1	0.7	0.5	34	17	473	5	21	0.567	0.965	0.922	0.667	0.567	0.613	0.333
0.1	0.8	0.8	33	16	474	5	22	0.55	0.967	0.922	0.673	0.55	0.605	0.327
0.1	0.9	1.0	34	17	473	5	21	0.567	0.965	0.922	0.667	0.567	0.613	0.333
0.1	0.5	0.2	30	10	480	5	25	0.5	0.98	0.927	0.75	0.5	0.6	0.25
0.1	0.5	0.3	30	9	481	5	25	0.5	0.982	0.929	0.769	0.5	0.606	0.231
0.1	0.5	0.0	33	11	479	5	22	0.55	0.978	0.931	0.75	0.55	0.635	0.25
0.1	0.5	0.1	32	10	480	5	23	0.533	0.98	0.931	0.762	0.533	0.627	0.238
0.1	0.6	0.3	32	12	478	5	23	0.533	0.976	0.927	0.727	0.533	0.615	0.273
0.1	0.8	0.7	34	18	472	5	21	0.567	0.963	0.92	0.654	0.567	0.607	0.346
0.1	0.4	0.0	30	8	482	5	25	0.5	0.984	0.931	0.789	0.5	0.612	0.211
