LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	46	3	248	0	6	0.885	0.988	0.97	0.939	0.885	0.911	0.061
0.75	0.6	0.4	47	3	248	0	5	0.904	0.988	0.974	0.94	0.904	0.922	0.06
0.75	0.7	0.7	47	3	248	0	5	0.904	0.988	0.974	0.94	0.904	0.922	0.06
0.75	0.6	0.0	49	7	244	0	3	0.942	0.972	0.967	0.875	0.942	0.907	0.125
0.75	0.6	0.1	49	4	247	0	3	0.942	0.984	0.977	0.925	0.942	0.933	0.075
0.75	0.6	0.2	48	4	247	0	4	0.923	0.984	0.974	0.923	0.923	0.923	0.077
0.75	0.7	0.3	49	5	246	0	3	0.942	0.98	0.974	0.907	0.942	0.924	0.093
0.75	0.7	0.4	48	5	246	0	4	0.923	0.98	0.97	0.906	0.923	0.914	0.094
0.75	0.7	0.5	47	4	247	0	5	0.904	0.984	0.97	0.922	0.904	0.913	0.078
0.75	0.8	0.8	47	4	247	0	5	0.904	0.984	0.97	0.922	0.904	0.913	0.078
0.75	0.9	1.0	48	5	246	0	4	0.923	0.98	0.97	0.906	0.923	0.914	0.094
0.75	0.5	0.2	46	3	248	0	6	0.885	0.988	0.97	0.939	0.885	0.911	0.061
0.75	0.5	0.3	46	3	248	0	6	0.885	0.988	0.97	0.939	0.885	0.911	0.061
0.75	0.5	0.0	47	4	247	0	5	0.904	0.984	0.97	0.922	0.904	0.913	0.078
0.75	0.5	0.1	47	3	248	0	5	0.904	0.988	0.974	0.94	0.904	0.922	0.06
0.75	0.6	0.3	47	3	248	0	5	0.904	0.988	0.974	0.94	0.904	0.922	0.06
0.75	0.8	0.7	48	5	246	0	4	0.923	0.98	0.97	0.906	0.923	0.914	0.094
0.75	0.4	0.0	46	3	248	0	6	0.885	0.988	0.97	0.939	0.885	0.911	0.061
