LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
2.0	0.1	0.0	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.1	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.2	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.3	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.4	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.5	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.6	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.7	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.8	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.1	0.9	1	0	117	1	54	0.02	1.0	0.68	1.0	0.02	0.04	0.0
2.0	0.1	1.0	2	0	117	1	53	0.04	1.0	0.69	1.0	0.04	0.08	0.0
2.0	0.2	0.0	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.1	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.2	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.3	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.4	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.5	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.6	0	0	117	1	55	0.0	1.0	0.68	0.0	0.0	0.0	1.0
2.0	0.2	0.7	1	0	117	1	54	0.02	1.0	0.68	1.0	0.02	0.04	0.0
2.0	0.2	0.8	3	0	117	1	52	0.05	1.0	0.69	1.0	0.05	0.1	0.0
2.0	0.2	0.9	10	0	117	1	45	0.18	1.0	0.73	1.0	0.18	0.31	0.0
2.0	0.2	1.0	20	0	117	1	35	0.36	1.0	0.79	1.0	0.36	0.53	0.0
2.0	0.3	0.0	1	0	117	1	54	0.02	1.0	0.68	1.0	0.02	0.04	0.0
2.0	0.3	0.1	1	0	117	1	54	0.02	1.0	0.68	1.0	0.02	0.04	0.0
2.0	0.3	0.2	1	0	117	1	54	0.02	1.0	0.68	1.0	0.02	0.04	0.0
2.0	0.3	0.3	2	0	117	1	53	0.04	1.0	0.69	1.0	0.04	0.08	0.0
2.0	0.3	0.4	3	0	117	1	52	0.05	1.0	0.69	1.0	0.05	0.1	0.0
2.0	0.3	0.5	5	0	117	1	50	0.09	1.0	0.71	1.0	0.09	0.17	0.0
2.0	0.3	0.6	10	0	117	1	45	0.18	1.0	0.73	1.0	0.18	0.31	0.0
2.0	0.3	0.7	21	0	117	1	34	0.38	1.0	0.8	1.0	0.38	0.55	0.0
2.0	0.3	0.8	31	0	117	1	24	0.55	1.0	0.86	1.0	0.55	0.71	0.0
2.0	0.3	0.9	43	0	117	1	12	0.77	1.0	0.92	1.0	0.77	0.87	0.0
2.0	0.3	1.0	47	0	117	1	8	0.84	1.0	0.95	1.0	0.84	0.91	0.0
2.0	0.4	0.0	2	0	117	1	53	0.04	1.0	0.69	1.0	0.04	0.08	0.0
2.0	0.4	0.1	2	0	117	1	53	0.04	1.0	0.69	1.0	0.04	0.08	0.0
2.0	0.4	0.2	5	0	117	1	50	0.09	1.0	0.71	1.0	0.09	0.17	0.0
2.0	0.4	0.3	8	0	117	1	47	0.14	1.0	0.72	1.0	0.14	0.25	0.0
2.0	0.4	0.4	17	0	117	1	38	0.3	1.0	0.77	1.0	0.3	0.46	0.0
2.0	0.4	0.5	28	0	117	1	27	0.5	1.0	0.84	1.0	0.5	0.67	0.0
2.0	0.4	0.6	42	0	117	1	13	0.75	1.0	0.92	1.0	0.75	0.86	0.0
2.0	0.4	0.7	45	0	117	1	10	0.8	1.0	0.94	1.0	0.8	0.89	0.0
2.0	0.4	0.8	49	0	117	1	6	0.88	1.0	0.96	1.0	0.88	0.94	0.0
2.0	0.4	0.9	52	0	117	1	3	0.93	1.0	0.98	1.0	0.93	0.96	0.0
2.0	0.4	1.0	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.5	0.0	6	0	117	1	49	0.11	1.0	0.71	1.0	0.11	0.2	0.0
2.0	0.5	0.1	13	0	117	1	42	0.23	1.0	0.75	1.0	0.23	0.37	0.0
2.0	0.5	0.2	28	0	117	1	27	0.5	1.0	0.84	1.0	0.5	0.67	0.0
2.0	0.5	0.3	39	0	117	1	16	0.7	1.0	0.9	1.0	0.7	0.82	0.0
2.0	0.5	0.4	44	0	117	1	11	0.79	1.0	0.93	1.0	0.79	0.88	0.0
2.0	0.5	0.5	48	0	117	1	7	0.86	1.0	0.95	1.0	0.86	0.92	0.0
2.0	0.5	0.6	51	0	117	1	4	0.91	1.0	0.97	1.0	0.91	0.95	0.0
2.0	0.5	0.7	53	0	117	1	2	0.95	1.0	0.98	1.0	0.95	0.97	0.0
2.0	0.5	0.8	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.5	0.9	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.5	1.0	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.6	0.0	34	0	117	1	21	0.61	1.0	0.87	1.0	0.61	0.76	0.0
2.0	0.6	0.1	43	0	117	1	12	0.77	1.0	0.92	1.0	0.77	0.87	0.0
2.0	0.6	0.2	47	0	117	1	8	0.84	1.0	0.95	1.0	0.84	0.91	0.0
2.0	0.6	0.3	49	0	117	1	6	0.88	1.0	0.96	1.0	0.88	0.94	0.0
2.0	0.6	0.4	53	0	117	1	2	0.95	1.0	0.98	1.0	0.95	0.97	0.0
2.0	0.6	0.5	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.6	0.6	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.6	0.7	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.6	0.8	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.6	0.9	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.6	1.0	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.0	49	0	117	1	6	0.88	1.0	0.96	1.0	0.88	0.94	0.0
2.0	0.7	0.1	53	0	117	1	2	0.95	1.0	0.98	1.0	0.95	0.97	0.0
2.0	0.7	0.2	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.3	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.4	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.5	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.6	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.7	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.8	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	0.9	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.7	1.0	55	0	117	1	0	0.98	1.0	0.99	1.0	0.98	0.99	0.0
2.0	0.8	0.0	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.1	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.2	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.3	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.4	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.5	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.6	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
2.0	0.8	0.7	55	0	117	1	0	0.98	1.0	0.99	1.0	0.98	0.99	0.0
2.0	0.8	0.8	55	0	117	1	0	0.98	1.0	0.99	1.0	0.98	0.99	0.0
2.0	0.8	0.9	55	0	117	1	0	0.98	1.0	0.99	1.0	0.98	0.99	0.0
2.0	0.8	1.0	55	0	117	1	0	0.98	1.0	0.99	1.0	0.98	0.99	0.0
2.0	0.9	0.0	54	0	117	1	1	0.96	1.0	0.99	1.0	0.96	0.98	0.0
