LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	0	2	474	38	80	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.1	0	2	474	38	80	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.2	0	2	474	38	80	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.3	0	2	474	38	80	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.4	0	5	471	38	80	0.0	0.99	0.79	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	6	470	38	80	0.0	0.99	0.79	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	8	468	38	80	0.0	0.98	0.79	0.0	0.0	0.0	1.0
0.75	0.1	0.7	1	12	464	38	79	0.01	0.97	0.78	0.08	0.01	0.02	0.92
0.75	0.1	0.8	4	12	464	38	76	0.03	0.97	0.79	0.25	0.03	0.05	0.75
0.75	0.1	0.9	6	12	464	38	74	0.05	0.97	0.79	0.33	0.05	0.09	0.67
0.75	0.1	1.0	18	12	464	38	62	0.15	0.97	0.81	0.6	0.15	0.24	0.4
0.75	0.2	0.0	4	6	470	38	76	0.03	0.99	0.8	0.4	0.03	0.06	0.6
0.75	0.2	0.1	5	7	469	38	75	0.04	0.99	0.8	0.42	0.04	0.07	0.58
0.75	0.2	0.2	6	9	467	38	74	0.05	0.98	0.8	0.4	0.05	0.09	0.6
0.75	0.2	0.3	6	11	465	38	74	0.05	0.98	0.79	0.35	0.05	0.09	0.65
0.75	0.2	0.4	10	13	463	38	70	0.08	0.97	0.8	0.43	0.08	0.13	0.57
0.75	0.2	0.5	14	13	463	38	66	0.12	0.97	0.8	0.52	0.12	0.19	0.48
0.75	0.2	0.6	19	13	463	38	61	0.16	0.97	0.81	0.59	0.16	0.25	0.41
0.75	0.2	0.7	20	14	462	38	60	0.17	0.97	0.81	0.59	0.17	0.26	0.41
0.75	0.2	0.8	30	15	461	38	50	0.25	0.97	0.83	0.67	0.25	0.36	0.33
0.75	0.2	0.9	40	16	460	38	40	0.34	0.97	0.84	0.71	0.34	0.46	0.29
0.75	0.2	1.0	47	18	458	38	33	0.4	0.96	0.85	0.72	0.4	0.51	0.28
0.75	0.3	0.0	14	14	462	38	66	0.12	0.97	0.8	0.5	0.12	0.19	0.5
0.75	0.3	0.1	18	16	460	38	62	0.15	0.97	0.8	0.53	0.15	0.23	0.47
0.75	0.3	0.2	19	16	460	38	61	0.16	0.97	0.81	0.54	0.16	0.25	0.46
0.75	0.3	0.3	25	16	460	38	55	0.21	0.97	0.82	0.61	0.21	0.31	0.39
0.75	0.3	0.4	26	16	460	38	54	0.22	0.97	0.82	0.62	0.22	0.32	0.38
0.75	0.3	0.5	33	17	459	38	47	0.28	0.96	0.83	0.66	0.28	0.39	0.34
0.75	0.3	0.6	40	18	458	38	40	0.34	0.96	0.84	0.69	0.34	0.46	0.31
0.75	0.3	0.7	47	20	456	38	33	0.4	0.96	0.85	0.7	0.4	0.51	0.3
0.75	0.3	0.8	53	20	456	38	27	0.45	0.96	0.86	0.73	0.45	0.56	0.27
0.75	0.3	0.9	56	20	456	38	24	0.47	0.96	0.86	0.74	0.47	0.57	0.26
0.75	0.3	1.0	63	20	456	38	17	0.53	0.96	0.87	0.76	0.53	0.62	0.24
