LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.1	0.6	0.5	28	1	287	0	18	0.609	0.997	0.943	0.966	0.609	0.747	0.034
0.1	0.6	0.4	28	2	286	0	18	0.609	0.993	0.94	0.933	0.609	0.737	0.067
0.1	0.7	0.7	28	3	285	0	18	0.609	0.99	0.937	0.903	0.609	0.727	0.097
0.1	0.6	0.0	30	5	283	0	16	0.652	0.983	0.937	0.857	0.652	0.741	0.143
0.1	0.6	0.1	30	3	285	0	16	0.652	0.99	0.943	0.909	0.652	0.759	0.091
0.1	0.6	0.2	30	3	285	0	16	0.652	0.99	0.943	0.909	0.652	0.759	0.091
0.1	0.7	0.3	30	4	284	0	16	0.652	0.986	0.94	0.882	0.652	0.75	0.118
0.1	0.7	0.4	30	3	285	0	16	0.652	0.99	0.943	0.909	0.652	0.759	0.091
0.1	0.7	0.5	30	3	285	0	16	0.652	0.99	0.943	0.909	0.652	0.759	0.091
0.1	0.8	0.8	29	3	285	0	17	0.63	0.99	0.94	0.906	0.63	0.743	0.094
0.1	0.9	1.0	30	4	284	0	16	0.652	0.986	0.94	0.882	0.652	0.75	0.118
0.1	0.5	0.2	28	1	287	0	18	0.609	0.997	0.943	0.966	0.609	0.747	0.034
0.1	0.5	0.3	28	1	287	0	18	0.609	0.997	0.943	0.966	0.609	0.747	0.034
0.1	0.5	0.0	29	2	286	0	17	0.63	0.993	0.943	0.935	0.63	0.753	0.065
0.1	0.5	0.1	28	1	287	0	18	0.609	0.997	0.943	0.966	0.609	0.747	0.034
0.1	0.6	0.3	28	2	286	0	18	0.609	0.993	0.94	0.933	0.609	0.737	0.067
0.1	0.8	0.7	30	4	284	0	16	0.652	0.986	0.94	0.882	0.652	0.75	0.118
0.1	0.4	0.0	27	1	287	0	19	0.587	0.997	0.94	0.964	0.587	0.73	0.036
