LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.6	0.4	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.7	0.7	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.6	0.0	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.6	0.1	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.6	0.2	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.7	0.3	39	9	164	0	1	0.975	0.948	0.953	0.812	0.975	0.886	0.188
0.75	0.7	0.4	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.7	0.5	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.8	0.8	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.9	1.0	39	8	165	0	1	0.975	0.954	0.958	0.83	0.975	0.897	0.17
0.75	0.5	0.2	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.5	0.3	38	6	167	0	2	0.95	0.965	0.962	0.864	0.95	0.905	0.136
0.75	0.5	0.0	39	7	166	0	1	0.975	0.96	0.962	0.848	0.975	0.907	0.152
0.75	0.5	0.1	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.6	0.3	39	6	167	0	1	0.975	0.965	0.967	0.867	0.975	0.918	0.133
0.75	0.8	0.7	39	9	164	0	1	0.975	0.948	0.953	0.812	0.975	0.886	0.188
0.75	0.4	0.0	38	5	168	0	2	0.95	0.971	0.967	0.884	0.95	0.916	0.116
