LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.1	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.2	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.3	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.4	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.7	0	0	129	1	31	0.0	1.0	0.8	0.0	0.0	0.0	1.0
0.75	0.1	0.8	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.1	0.9	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.1	1.0	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.2	0.0	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.2	0.1	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.2	0.2	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.2	0.3	1	0	129	1	30	0.03	1.0	0.81	1.0	0.03	0.06	0.0
0.75	0.2	0.4	2	0	129	1	29	0.06	1.0	0.81	1.0	0.06	0.11	0.0
0.75	0.2	0.5	3	0	129	1	28	0.09	1.0	0.82	1.0	0.09	0.17	0.0
0.75	0.2	0.6	4	0	129	1	27	0.12	1.0	0.83	1.0	0.12	0.21	0.0
0.75	0.2	0.7	4	0	129	1	27	0.12	1.0	0.83	1.0	0.12	0.21	0.0
0.75	0.2	0.8	5	0	129	1	26	0.16	1.0	0.83	1.0	0.16	0.28	0.0
0.75	0.2	0.9	10	0	129	1	21	0.31	1.0	0.86	1.0	0.31	0.47	0.0
0.75	0.2	1.0	13	0	129	1	18	0.41	1.0	0.88	1.0	0.41	0.58	0.0
0.75	0.3	0.0	3	0	129	1	28	0.09	1.0	0.82	1.0	0.09	0.17	0.0
0.75	0.3	0.1	3	0	129	1	28	0.09	1.0	0.82	1.0	0.09	0.17	0.0
0.75	0.3	0.2	4	0	129	1	27	0.12	1.0	0.83	1.0	0.12	0.21	0.0
0.75	0.3	0.3	5	0	129	1	26	0.16	1.0	0.83	1.0	0.16	0.28	0.0
0.75	0.3	0.4	5	0	129	1	26	0.16	1.0	0.83	1.0	0.16	0.28	0.0
0.75	0.3	0.5	8	0	129	1	23	0.25	1.0	0.85	1.0	0.25	0.4	0.0
0.75	0.3	0.6	11	0	129	1	20	0.34	1.0	0.87	1.0	0.34	0.51	0.0
