LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	0	0	173	1	39	0.0	1.0	0.81	0.0	0.0	0.0	1.0
0.75	0.1	0.1	0	0	173	1	39	0.0	1.0	0.81	0.0	0.0	0.0	1.0
0.75	0.1	0.2	0	0	173	1	39	0.0	1.0	0.81	0.0	0.0	0.0	1.0
0.75	0.1	0.3	0	0	173	1	39	0.0	1.0	0.81	0.0	0.0	0.0	1.0
0.75	0.1	0.4	0	1	172	1	39	0.0	0.99	0.81	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	1	172	1	39	0.0	0.99	0.81	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	4	169	1	39	0.0	0.98	0.79	0.0	0.0	0.0	1.0
0.75	0.1	0.7	0	4	169	1	39	0.0	0.98	0.79	0.0	0.0	0.0	1.0
0.75	0.1	0.8	1	4	169	1	38	0.03	0.98	0.8	0.2	0.03	0.05	0.8
0.75	0.1	0.9	3	4	169	1	36	0.07	0.98	0.81	0.43	0.07	0.12	0.57
0.75	0.1	1.0	7	4	169	1	32	0.17	0.98	0.83	0.64	0.17	0.27	0.36
0.75	0.2	0.0	0	1	172	1	39	0.0	0.99	0.81	0.0	0.0	0.0	1.0
0.75	0.2	0.1	0	2	171	1	39	0.0	0.99	0.8	0.0	0.0	0.0	1.0
0.75	0.2	0.2	0	4	169	1	39	0.0	0.98	0.79	0.0	0.0	0.0	1.0
0.75	0.2	0.3	1	4	169	1	38	0.03	0.98	0.8	0.2	0.03	0.05	0.8
0.75	0.2	0.4	3	4	169	1	36	0.07	0.98	0.81	0.43	0.07	0.12	0.57
0.75	0.2	0.5	4	4	169	1	35	0.1	0.98	0.81	0.5	0.1	0.17	0.5
0.75	0.2	0.6	6	4	169	1	33	0.15	0.98	0.82	0.6	0.15	0.24	0.4
0.75	0.2	0.7	7	4	169	1	32	0.17	0.98	0.83	0.64	0.17	0.27	0.36
0.75	0.2	0.8	10	4	169	1	29	0.25	0.98	0.84	0.71	0.25	0.37	0.29
0.75	0.2	0.9	17	4	169	1	22	0.42	0.98	0.87	0.81	0.42	0.55	0.19
0.75	0.2	1.0	22	4	169	1	17	0.55	0.98	0.9	0.85	0.55	0.67	0.15
0.75	0.3	0.0	6	4	169	1	33	0.15	0.98	0.82	0.6	0.15	0.24	0.4
0.75	0.3	0.1	6	4	169	1	33	0.15	0.98	0.82	0.6	0.15	0.24	0.4
0.75	0.3	0.2	6	4	169	1	33	0.15	0.98	0.82	0.6	0.15	0.24	0.4
0.75	0.3	0.3	8	4	169	1	31	0.2	0.98	0.83	0.67	0.2	0.31	0.33
0.75	0.3	0.4	10	4	169	1	29	0.25	0.98	0.84	0.71	0.25	0.37	0.29
0.75	0.3	0.5	13	4	169	1	26	0.33	0.98	0.85	0.76	0.33	0.46	0.24
0.75	0.3	0.6	18	4	169	1	21	0.45	0.98	0.88	0.82	0.45	0.58	0.18
0.75	0.3	0.7	24	4	169	1	15	0.6	0.98	0.91	0.86	0.6	0.71	0.14
0.75	0.3	0.8	27	4	169	1	12	0.68	0.98	0.92	0.87	0.68	0.76	0.13
0.75	0.3	0.9	30	4	169	1	9	0.75	0.98	0.93	0.88	0.75	0.81	0.12
0.75	0.3	1.0	34	5	168	1	5	0.85	0.97	0.95	0.87	0.85	0.86	0.13
0.75	0.4	0.0	9	4	169	1	30	0.23	0.98	0.84	0.69	0.23	0.35	0.31
0.75	0.4	0.1	11	4	169	1	28	0.28	0.98	0.85	0.73	0.28	0.4	0.27
0.75	0.4	0.2	14	4	169	1	25	0.35	0.98	0.86	0.78	0.35	0.48	0.22
0.75	0.4	0.3	18	5	168	1	21	0.45	0.97	0.87	0.78	0.45	0.57	0.22
0.75	0.4	0.4	21	5	168	1	18	0.53	0.97	0.89	0.81	0.53	0.64	0.19
0.75	0.4	0.5	27	5	168	1	12	0.68	0.97	0.92	0.84	0.68	0.75	0.16
0.75	0.4	0.6	30	5	168	1	9	0.75	0.97	0.93	0.86	0.75	0.8	0.14
0.75	0.4	0.7	33	5	168	1	6	0.82	0.97	0.94	0.87	0.82	0.84	0.13
0.75	0.4	0.8	34	5	168	1	5	0.85	0.97	0.95	0.87	0.85	0.86	0.13
0.75	0.4	0.9	36	5	168	1	3	0.9	0.97	0.96	0.88	0.9	0.89	0.12
0.75	0.4	1.0	38	5	168	1	1	0.95	0.97	0.97	0.88	0.95	0.91	0.12
