LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.6	0.5	26	1	128	0	6	0.812	0.992	0.957	0.963	0.812	0.881	0.037
0.75	0.6	0.4	27	1	128	0	5	0.844	0.992	0.963	0.964	0.844	0.9	0.036
0.75	0.7	0.7	26	1	128	0	6	0.812	0.992	0.957	0.963	0.812	0.881	0.037
0.75	0.6	0.0	29	2	127	0	3	0.906	0.984	0.969	0.935	0.906	0.92	0.065
0.75	0.6	0.1	29	2	127	0	3	0.906	0.984	0.969	0.935	0.906	0.92	0.065
0.75	0.6	0.2	28	1	128	0	4	0.875	0.992	0.969	0.966	0.875	0.918	0.034
0.75	0.7	0.3	29	2	127	0	3	0.906	0.984	0.969	0.935	0.906	0.92	0.065
0.75	0.7	0.4	29	2	127	0	3	0.906	0.984	0.969	0.935	0.906	0.92	0.065
0.75	0.7	0.5	27	1	128	0	5	0.844	0.992	0.963	0.964	0.844	0.9	0.036
0.75	0.8	0.8	27	2	127	0	5	0.844	0.984	0.957	0.931	0.844	0.885	0.069
0.75	0.9	1.0	27	2	127	0	5	0.844	0.984	0.957	0.931	0.844	0.885	0.069
0.75	0.5	0.2	26	1	128	0	6	0.812	0.992	0.957	0.963	0.812	0.881	0.037
0.75	0.5	0.3	26	0	129	0	6	0.812	1.0	0.963	1.0	0.812	0.896	0.0
0.75	0.5	0.0	27	1	128	0	5	0.844	0.992	0.963	0.964	0.844	0.9	0.036
0.75	0.5	0.1	27	1	128	0	5	0.844	0.992	0.963	0.964	0.844	0.9	0.036
0.75	0.6	0.3	27	1	128	0	5	0.844	0.992	0.963	0.964	0.844	0.9	0.036
0.75	0.8	0.7	28	2	127	0	4	0.875	0.984	0.963	0.933	0.875	0.903	0.067
0.75	0.4	0.0	26	0	129	0	6	0.812	1.0	0.963	1.0	0.812	0.896	0.0
