LLOD	score	w_comp	TP	FP	TN	FN_u	FN_d	sens.	spec.	acc.	prec.	recall	F1	FDR
0.75	0.1	0.0	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.1	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.2	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.3	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.4	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.5	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.6	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.7	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.1	0.8	1	0	59	1	18	0.05	1.0	0.76	1.0	0.05	0.1	0.0
0.75	0.1	0.9	1	0	59	1	18	0.05	1.0	0.76	1.0	0.05	0.1	0.0
0.75	0.1	1.0	3	0	59	1	16	0.15	1.0	0.78	1.0	0.15	0.26	0.0
0.75	0.2	0.0	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.2	0.1	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.2	0.2	0	0	59	1	19	0.0	1.0	0.75	0.0	0.0	0.0	1.0
0.75	0.2	0.3	1	0	59	1	18	0.05	1.0	0.76	1.0	0.05	0.1	0.0
0.75	0.2	0.4	1	0	59	1	18	0.05	1.0	0.76	1.0	0.05	0.1	0.0
0.75	0.2	0.5	2	0	59	1	17	0.1	1.0	0.77	1.0	0.1	0.18	0.0
0.75	0.2	0.6	2	0	59	1	17	0.1	1.0	0.77	1.0	0.1	0.18	0.0
0.75	0.2	0.7	4	0	59	1	15	0.2	1.0	0.8	1.0	0.2	0.33	0.0
0.75	0.2	0.8	7	0	59	1	12	0.35	1.0	0.84	1.0	0.35	0.52	0.0
0.75	0.2	0.9	8	0	59	1	11	0.4	1.0	0.85	1.0	0.4	0.57	0.0
0.75	0.2	1.0	10	0	59	1	9	0.5	1.0	0.87	1.0	0.5	0.67	0.0
0.75	0.3	0.0	2	0	59	1	17	0.1	1.0	0.77	1.0	0.1	0.18	0.0
0.75	0.3	0.1	3	0	59	1	16	0.15	1.0	0.78	1.0	0.15	0.26	0.0
0.75	0.3	0.2	3	0	59	1	16	0.15	1.0	0.78	1.0	0.15	0.26	0.0
0.75	0.3	0.3	4	0	59	1	15	0.2	1.0	0.8	1.0	0.2	0.33	0.0
0.75	0.3	0.4	6	0	59	1	13	0.3	1.0	0.82	1.0	0.3	0.46	0.0
0.75	0.3	0.5	7	0	59	1	12	0.35	1.0	0.84	1.0	0.35	0.52	0.0
0.75	0.3	0.6	9	0	59	1	10	0.45	1.0	0.86	1.0	0.45	0.62	0.0
0.75	0.3	0.7	10	0	59	1	9	0.5	1.0	0.87	1.0	0.5	0.67	0.0
0.75	0.3	0.8	13	0	59	1	6	0.65	1.0	0.91	1.0	0.65	0.79	0.0
0.75	0.3	0.9	14	0	59	1	5	0.7	1.0	0.92	1.0	0.7	0.82	0.0
